symbol,name,exchange,yahoo
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",N,AIZN
AJG,Arthur J. Gallagher & Co. Common Stock,N,AJG
AKA,a.k.a. Brands Holding Corp. Common Stock,N,AKA
AKO.A,Embotelladora Andina S.A. Common Stock,N,AKO-A
AKO.B,Embotelladora Andina S.A. Common Stock,N,AKO-B
AKR,Acadia Realty Trust Common Stock,N,AKR
AL,Air Lease Corporation Class A Common Stock,N,AL
ALB,Albemarle Corporation Common Stock,N,ALB
ALB$A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,N,ALB$A
ALC,Alcon Inc. Ordinary Shares,N,ALC
ALE,"Allete, Inc.",N,ALE
ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",N,ALEX
ALG,"Alamo Group, Inc. Common Stock",N,ALG
ALH,Alliance Laundry Holdings Inc. Common Stock,N,ALH
ALIT,"Alight, Inc. Class A Common Stock",N,ALIT
ALK,"Alaska Air Group, Inc. Common Stock",N,ALK
ALL,Allstate Corporation (The) Common Stock,N,ALL
ALL$B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,N,ALL$B
ALL$H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",N,ALL$H
ALL$I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",N,ALL$I
ALL$J,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",N,ALL$J
ALLE,Allegion plc Ordinary Shares,N,ALLE
ALLY,Ally Financial Inc. Common Stock,N,ALLY
ALSN,"Allison Transmission Holdings, Inc. Common Stock",N,ALSN
ALTG,Alta Equipment Group Inc. Class A Common Stock,N,ALTG
ALTG$A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),N,ALTG$A
ALUR,"Allurion Technologies, Inc. Common Stock",N,ALUR
ALUR.W,"Allurion Technologies, Inc. Warrants, each whole warrant exercisable to purchase 1.420455 shares of common stock at an exercise price of $8.10 per share of common stock",N,ALUR-W
ALV,"Autoliv, Inc. Common Stock",N,ALV
ALX,"Alexander's, Inc. Common Stock",N,ALX
AM,Antero Midstream Corporation Common Stock,N,AM
AMBC,"Ambac Financial Group, Inc. Common Stock",N,AMBC
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,N,AMBP
AMBP.W,"Ardagh Metal Packaging S.A. Warrants, each exercisable for one Share at an exercise price of $11.50 per share",N,AMBP-W
AMBQ,"Ambiq Micro, Inc. Common Stock",N,AMBQ
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N,AMC
AMCR,Amcor plc Ordinary Shares,N,AMCR
AME,"AMETEK, Inc.",N,AME
AMG,"Affiliated Managers Group, Inc. Common Stock",N,AMG
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,N,AMH
AMH$G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,N,AMH$G
AMH$H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,N,AMH$H
AMN,AMN Healthcare Services Inc,N,AMN
AMP,"Ameriprise Financial, Inc. Common Stock",N,AMP
AMPX,"Amprius Technologies, Inc. Common Stock",N,AMPX
AMPX.W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",N,AMPX-W
AMPY,Amplify Energy Corp. Common Stock,N,AMPY
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",N,AMR
AMRC,"Ameresco, Inc. Class A Common Stock",N,AMRC
AMRZ,Amrize Ltd Ordinary Shares,N,AMRZ
AMT,American Tower Corporation (REIT) Common Stock,N,AMT
AMTB,Amerant Bancorp Inc. Class A Common Stock,N,AMTB
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",N,AMTD
AMTM,"Amentum Holdings, Inc. Common Stock",N,AMTM
AMWL,American Well Corporation Class A Common Stock,N,AMWL
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",N,AMX
AN,"AutoNation, Inc. Common Stock",N,AN
ANET,"Arista Networks, Inc. Common Stock",N,ANET
ANF,Abercrombie & Fitch Company Common Stock,N,ANF
ANG$D,"American National Group Inc. Depositary Shares, each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock, Series D",N,ANG$D
ANGX,"Angel Studios, Inc. Class A Common Stock",N,ANGX
ANRO,"Alto Neuroscience, Inc. Common Stock",N,ANRO
ANVS,"Annovis Bio, Inc. Common Stock",N,ANVS
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,N,AOD
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",N,AOMD
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",N,AOMN
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",N,AOMR
AON,Aon plc Class A Ordinary Shares (Ireland),N,AON
AORT,"Artivion, Inc. Common Stock",N,AORT
AOS,A.O. Smith Corporation Common Stock,N,AOS
AP,Ampco-Pittsburgh Corporation Common Stock,N,AP
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,N,APAM
APD,"Air Products and Chemicals, Inc. Common Stock",N,APD
APG,APi Group Corporation Common Stock,N,APG
APH,Amphenol Corporation Common Stock,N,APH
APLE,"Apple Hospitality REIT, Inc. Common Shares",N,APLE
APO,"Apollo Global Management, Inc. (New) Common Stock",N,APO
APO$A,"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",N,APO$A
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",N,APOS
APTV,Aptiv PLC Ordinary Shares,N,APTV
AQN,Algonquin Power & Utilities Corp. Common Shares,N,AQN
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",N,AQNB
AR,Antero Resources Corporation Common Stock,N,AR
ARCO,Arcos Dorados Holdings Inc. Class A Shares,N,ARCO
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",N,ARDC
ARDT,"Ardent Health, Inc. Common Stock",N,ARDT
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",N,ARE
ARES,Ares Management Corporation Class A Common Stock,N,ARES
ARES$B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,N,ARES$B
ARI,"Apollo Commercial Real Estate Finance, Inc",N,ARI
ARL,"American Realty Investors, Inc. Common Stock",N,ARL
ARLO,"Arlo Technologies, Inc. Common Stock",N,ARLO
ARMK,Aramark Common Stock,N,ARMK
AROC,"Archrock, Inc. Common Stock",N,AROC
ARR,"ARMOUR Residential REIT, Inc.",N,ARR
ARR$C,"ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)",N,ARR$C
ARW,"Arrow Electronics, Inc. Common Stock",N,ARW
ARX,Accelerant Holdings Class A Common Shares,N,ARX
AS,"Amer Sports, Inc. Ordinary Shares",N,AS
ASA,ASA  Gold and Precious Metals Limited,N,ASA
ASAN,"Asana, Inc. Class A Common Stock",N,ASAN
ASB,Associated Banc-Corp Common Stock,N,ASB
ASB$E,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E",N,ASB$E
ASB$F,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock, Series F",N,ASB$F
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,N,ASBA
ASC,Ardmore Shipping Corporation Common Stock,N,ASC
ASG,"Liberty All-Star Growth Fund, Inc.",N,ASG
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,N,ASGI
ASGN,ASGN Incorporated Common Stock,N,ASGN
ASH,Ashland Inc. Common Stock,N,ASH
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,N,ASIC
ASIX,AdvanSix Inc. Common Stock ,N,ASIX
ASPN,"Aspen Aerogels, Inc. Common Stock",N,ASPN
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",N,ASR
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",N,ASX
ATCO$H,Atlas Corp. 7.875% Series H,N,ATCO$H
ATEN,"A10 Networks, Inc. Common Stock",N,ATEN
ATGE,Adtalem Global Education Inc. Common Stock,N,ATGE
ATH$A,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",N,ATH$A
ATH$B,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",N,ATH$B
ATH$D,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",N,ATH$D
ATH$E,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",N,ATH$E
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",N,ATHM
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,N,ATHS
ATI,ATI Inc. Common Stock,N,ATI
ATKR,Atkore Inc. Common Stock,N,ATKR
ATMU,Atmus Filtration Technologies Inc. Common Stock,N,ATMU
ATO,Atmos Energy Corporation Common Stock,N,ATO
ATR,"AptarGroup, Inc. Common Stock",N,ATR
ATS,ATS Corporation Common Shares,N,ATS
ATUS,"Altice USA, Inc. Class A Common Stock",N,ATUS
AU,AngloGold Ashanti PLC Ordinary Shares,N,AU
AUB,Atlantic Union Bankshares Corporation Common Stock,N,AUB
AUB$A,"Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A",N,AUB$A
AUNA,Auna SA Class A Ordinary Shares,N,AUNA
AVA,Avista Corporation Common Stock,N,AVA
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),N,AVAL
AVB,"AvalonBay Communities, Inc. Common Stock",N,AVB
AVBC,"Avidia Bancorp, Inc. Common Stock",N,AVBC
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),N,AVD
AVK,Advent Convertible and Income Fund,N,AVK
AVNS,"Avanos Medical, Inc. Common Stock",N,AVNS
AVNT,Avient Corporation Common Stock,N,AVNT
AVTR,"Avantor, Inc. Common Stock",N,AVTR
AVY,Avery Dennison Corporation Common Stock,N,AVY
AWF,Alliancebernstein Global High Income Fund,N,AWF
AWI,Armstrong World Industries Inc Common Stock,N,AWI
AWK,"American Water Works Company, Inc. Common Stock",N,AWK
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,N,AWP
AWR,American States Water Company Common Stock,N,AWR
AX,"Axos Financial, Inc. Common Stock",N,AX
AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",N,AXL
AXP,American Express Company Common Stock,N,AXP
AXR,AMREP Corporation Common Stock,N,AXR
AXS,Axis Capital Holdings Limited Common Stock,N,AXS
AXS$E,"Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares",N,AXS$E
AXTA,Axalta Coating Systems Ltd. Common Shares,N,AXTA
AYI,Acuity Inc. Common Stock,N,AYI
AZO,"AutoZone, Inc. Common Stock",N,AZO
AZZ,AZZ Inc.,N,AZZ
B,Barrick Mining Corporation Common Shares,N,B
BA,Boeing Company (The) Common Stock,N,BA
BA$A,"Boeing Company (The) Depositary Shares, each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock, par value $1.00",N,BA$A
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,N,BABA
BAC,Bank of America Corporation Common Stock,N,BAC
BAC$B,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",N,BAC$B
BAC$E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,N,BAC$E
BAC$K,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",N,BAC$K
BAC$L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,N,BAC$L
BAC$M,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",N,BAC$M
BAC$N,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",N,BAC$N
BAC$O,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",N,BAC$O
BAC$P,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",N,BAC$P
BAC$Q,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",N,BAC$Q
BAC$S,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",N,BAC$S
BAH,Booz Allen Hamilton Holding Corporation Common Stock,N,BAH
BAK,Braskem SA ADR,N,BAK
BALL,Ball Corporation Common Stock,N,BALL
BALY,Bally's Corporation Common Stock,N,BALY
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,N,BAM
BANC,"Banc of California, Inc. Common Stock",N,BANC
BANC$F,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F",N,BANC$F
BAP,Credicorp Ltd. Common Stock,N,BAP
BARK,"BARK, Inc. Class A Common Stock",N,BARK
BARK.W,"BARK, Inc. Redeemable Warrants, each whole warrant exercisable for shares of Common Stock at an exercise price of $11.50 per share",N,BARK-W
BAX,Baxter International Inc. Common Stock,N,BAX
BB,BlackBerry Limited Common Stock,N,BB
BBAI,"BigBear.ai, Inc. Common Stock",N,BBAI
BBAI.W,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",N,BBAI-W
BBAR,Banco BBVA Argentina S.A. ADS,N,BBAR
BBBY,"Bed Bath & Beyond, Inc. Common Stock",N,BBBY
BBBY.W,"Bed Bath & Beyond, Inc. Warrants to Purchase Common Stock",N,BBBY-W
BBD,Banco Bradesco Sa American Depositary Shares,N,BBD
BBDC,"Barings BDC, Inc. Common Stock",N,BBDC
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),N,BBDO
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,N,BBN
BBT,Beacon Financial Corporation Common stock,N,BBT
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,N,BBU
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,N,BBUC
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,N,BBVA
BBW,"Build-A-Bear Workshop, Inc. Common Stock",N,BBW
BBWI,"Bath & Body Works, Inc.",N,BBWI
BBY,"Best Buy Co., Inc. Common Stock",N,BBY
BC,Brunswick Corporation Common Stock,N,BC
BC$A,Brunswick Corporation 6.500% Senior Notes due 2048,N,BC$A
BC$C,Brunswick Corporation 6.375% Notes due 2049,N,BC$C
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,N,BCAT
BCC,"Boise Cascade, L.L.C. Common Stock",N,BCC
BCE,"BCE, Inc. Common Stock",N,BCE
BCH,Banco De Chile ADS,N,BCH
BCO,Brinks Company (The) Common Stock,N,BCO
BCS,Barclays PLC Common Stock,N,BCS
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",N,BCSF
BCSS.U,"Bain Capital GSS Investment Corp. Units, each consisting of one Class A Ordinary Share and one-fifth of one redeemable warrant",N,BCSS-U
BCX,BlackRock Resources Common Shares of Beneficial Interest,N,BCX
BDC,Belden Inc Common Stock,N,BDC
BDJ,Blackrock Enhanced Equity Dividend Trust,N,BDJ
BDN,Brandywine Realty Trust Common Stock,N,BDN
BDX,"Becton, Dickinson and Company Common Stock",N,BDX
BE,Bloom Energy Corporation Class A Common Stock,N,BE
BEDU,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",N,BEDU
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),N,BEKE
BEN,"Franklin Resources, Inc. Common Stock",N,BEN
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,N,BEP
BEP$A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",N,BEP$A
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,N,BEPC
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,N,BEPH
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,N,BEPI
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,N,BEPJ
BF.A,Brown Forman Inc Class A Common Stock,N,BF-A
BF.B,Brown Forman Inc Class B Common Stock,N,BF-B
BFAM,Bright Horizons Family Solutions Inc. Common Stock,N,BFAM
BFH,"Bread Financial Holdings, Inc. Common Stock",N,BFH
BFK,BlackRock Municipal Income Trust,N,BFK
BFLY,"Butterfly Network, Inc. Class A Common Stock",N,BFLY
BFLY.W,"Butterfly Network, Inc. Warrants",N,BFLY-W
BFS,"Saul Centers, Inc. Common Stock",N,BFS
BFS$D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",N,BFS$D
BFS$E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",N,BFS$E
BFZ,BlackRock California Municipal Income Trust,N,BFZ
BG,Bunge Limited Common Shares,N,BG
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,N,BGB
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,N,BGH
BGR,BlackRock Energy and Resources Trust,N,BGR
BGS,"B&G Foods, Inc. Common Stock",N,BGS
BGSF,"BGSF, Inc. Common Stock",N,BGSF
BGT,BlackRock Floating Rate Income Trust,N,BGT
BGX,Blackstone Long Short Credit Income Fund Common Shares,N,BGX
BGY,Blackrock Enhanced International Dividend Trust,N,BGY
BH,Biglari Holdings Inc. Class B Common Stock,N,BH
BH.A,Biglari Holdings Inc. Class A Common Stock,N,BH-A
BHC,Bausch Health Companies Inc. Common Stock,N,BHC
BHE,"Benchmark Electronics, Inc. Common Stock",N,BHE
BHK,Blackrock Core Bond Trust,N,BHK
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),N,BHP
BHR,Braemar Hotels & Resorts Inc. Common Stock,N,BHR
BHR$B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",N,BHR$B
BHR$D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",N,BHR$D
BHV,BlackRock Virginia Municipal Bond Trust,N,BHV
BHVN,Biohaven Ltd. Common Shares ,N,BHVN
BILL,"BILL Holdings, Inc. Common Stock",N,BILL
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",N,BIO
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",N,BIO-B
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,N,BIP
BIP$A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",N,BIP$A
BIP$B,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",N,BIP$B
BIPC,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,N,BIPC
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,N,BIPH
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,N,BIPI
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,N,BIPJ
BIRK,Birkenstock Holding plc Ordinary Shares,N,BIRK
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,N,BIT
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",N,BJ
BK,The Bank of New York Mellon Corporation Common Stock,N,BK
BK$K,"The Bank Of New York Mellon Corporation  Depositary Shares, each representing a 1/4,000th interest in a share of Series K Noncumulative Perpetual Preferred Stock",N,BK$K
BKD,Brookdale Senior Living Inc. Common Stock,N,BKD
BKE,"Buckle, Inc. (The) Common Stock",N,BKE
BKH,Black Hills Corporation Common Stock,N,BKH
BKKT,"Bakkt Holdings, Inc. Class A Common Stock",N,BKKT
BKKT.W,"Bakkt Holdings, Inc. Warrant",N,BKKT-W
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),N,BKN
BKSY,BlackSky Technology Inc. Class A Common Stock,N,BKSY
BKSY.W,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",N,BKSY-W
